product_name,category,discounted_price,actual_price,discount_percentage,rating_count,about_product,product_link
"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories|Accessories&Peripherals|HardDiskBags,₹299,₹499,40%,"21,010","Made of Thick, Tough, Ballistic Nylon hard shell material that provides extra strength & shock protection. Compatible with all 2.5”/ 6.35 cm Hard Drive Disks.|This Rugged Shell case comes with an elastic band to securely fasten the HDD & Separate mesh pocket for USB cables, flash drives, chargers, Pen Drives etc.|Strong Zippered closure that allows quick and convenient access and usage. Soft felt lining keeps your HDD dust free. Water and shock-resistant design.|Slim line design allows the case to easily fit into any Backpack/ Briefcase/ Messenger Bag|The High-Hardness case with Anti-Press feature keeps the original shape even under high-strength force.",https://www.amazon.in/AirCase-External-Drive-2-5-Inch-Black/dp/B00NNQMYNE/ref=sr_1_155?qid=1672903002&s=computers&sr=1-155
"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material, Black",Computers&Accessories|Accessories&Peripherals|HardDiskBags,₹199,₹599,67%,"13,568","Compatible: Wd, Seagate, Sony, Transcend, ADATA, Hitachi, Toshiba, Dell, Lenovo, HP and other 2.5 inch hard drive disk. Water Proof:Yes|An elastic band to securely fasten the had and separate mesh pocket for usb cables and flash drives|Material which protects your portable hard drive disk from shock, scratches, dirt, bump and drop test upto 11 feet|Can be used without pulling it out from pouch|Slim line case protects your device on its own or in your favourite bag|Country of Origin: China",https://www.amazon.in/GIZGA-inch-Hard-Drive-Black/dp/B0765B3TH7/ref=sr_1_74?qid=1672902998&s=computers&sr=1-74
"SaleOn™ Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material - Dark Grey",Computers&Accessories|Accessories&Peripherals|HardDiskBags,₹397,₹899,56%,"3,025","Electronics accessories organizer provides excellent flexibility to allow you maximizing its storage space. Even filling the organizer up it can close easily. It makes the most efficient use of packing space inside your suitcase or bag and still keeps your accessories neat.|Made of heavy-duty, durable highly protecting your items from scratches, dust and accidental dropping and Water Resistance material.|A inner mesh pocket with zipper can fit portable hard drive.Elastic loops for storing various items like cables and Earphones. It can serve as a travel checklist. Before you leave a place, just open the case and check if everything is there, preventing you from leaving things behind.|Simple and effective organiser to carry your cables and flash disks around.|With inner bag and mesh pockets, make your stuffs not easy to lose and make your things more orderly.",https://www.amazon.in/SaleOnTM-Portable-Organizer-Earphone-Assorted/dp/B07NTKGW45/ref=sr_1_384?qid=1672903013&s=computers&sr=1-384
"CARECASE® Optical Bay 2nd Hard Drive Caddy, 9.5 mm CD/DVD Drive Slot for SSD and HDD",Computers&Accessories|Accessories&Peripherals|HardDriveAccessories|Caddies,₹199,₹799,75%,"7,333","Compatible 4 Channels switch help to improve the compatibility.You can try to move "" A""""B""""C""""D"" if your Laptop can not read HDD.|Compatible with: 2.5""/9.5mm SATA HDD or SSD, Hard drive NOT include.100% Brand New 9.5 mm-thick caddy|Fully integrated into laptop, no cables/PSU/software driver need.Fast & Reliable connection in laptop, just as the primary HDD Make NTFS hard drive if you are using it as a New in Disk management|Supports 99% Laptops with 9.5mm size DVD Writers. Please email or call us if you have query regarding to compatibility with your Laptop|Replace with your current panel 2nd Hard Drive Bay for Laptops 9.5MM, SATA to SATA Add a second hard drive to your laptop, enlarge storage space Replace your current 9.5mm optical drive.",https://www.amazon.in/Optical-Drive-Caddy-Universal-9-5mm/dp/B07W14CHV8/ref=sr_1_483?qid=1672903019&s=computers&sr=1-483
"Portronics Ruffpad 8.5M Multicolor LCD Writing Pad with Screen 21.5cm (8.5-inch) for Drawing, Playing, Handwriting Gifts for Kids & Adults, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹378,₹999,62%,"1,779",Easy Electronic Writing|Environment Friendly|Single-Tap Erase|Long Battery Life,https://www.amazon.in/Portronics-Ruffpad-Multicolor-8-5-inch-Handwriting/dp/B09GFN8WZL/ref=sr_1_244?qid=1672903007&s=computers&sr=1-244
Wacom One by CTL-472/K0-CX Digital Drawing Graphics Pen Tablet (Red & Black) Small (6-inch x 3.5-inch)(15x8cm) | Battery Free Cordless Pen with 2048 Pressure Level,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets","₹3,303","₹4,699",30%,"13,544","Pressure Levels: 2048, tip only. Dimensions-14.6 x 21 x 0.9 cm|Pen technology: pressure-sensitive, cordless, battery-free, Configurable Buttons on Tablet: Yes|System Requirements: Windows 7 or later, OS X 10.10 or later, standard USB Type-A port, internet access to download driver, Resolution - 2540 lpi|For further queries, contact us at 000 800 100 4159|Pressure Levels: 2048, tip only. Dimensions-14.6 x 21 x 0.9 cm.|Pen technology: pressure-sensitive, cordless, battery-free, Configurable Buttons on Tablet: Yes|System Requirements: PC: Windows 7, 8.1 and 10,Mac: OS X 10.10 or later, standard USB Type-A port, internet access to download driver|For further queries, contact us at 000 800 100 4159",https://www.amazon.in/Wacom-CTL-472-6-inch-3-5-inch-Graphic/dp/B078HRR1XV/ref=sr_1_322?qid=1672903011&s=computers&sr=1-322
"Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹235,"₹1,599",85%,"1,173","✅Don't let ordinary pens, pencils, markers or crayons limit your creativity. Utilizing a new liquid crystal technology that's brighter and clearer than most LCD writing tablet you can express your thoughts and ideas in a whole new way. Take pressure-sensitive technology further and draw lines of different thicknesses through different pressure levels to unlock your imagination and creativity.|✅Magnetic Drawing Board: Not only for office whiteboard! It can be used everywhere. By pasting the tape on the back of the LCD board, it can be hold on any flat or curved magnetic surface without sliding or falling. You can use it as family budget plan, weekly plan, message board in kitchen, shopping list, and so on.|✅One-touch Erase Button & Lock Function: Slide the lock button on the back of the tablet to prevents accidental clearing, protect your creation! .: Tablet displays your notes until you erase them with the touch of a button.One-touch button erases notes instantly.|✅Eco-friendly and Eye Protection: The drawing pad can be repeated to use at least 20,0000 times, avoid paper wasting. The eye-protection colorful screen of the doodle board provides a better painting experience, no blue light, no glare, avoiding injury to eyes from long-term use.Pressure-sensitive screen lets you create thick and thin lines. Durable case and recessed screen are safe for school, travel and home use.|✅The Best Toys Tools For Family: Drawing, painting, writing, doodling, taking notes, even as an office memo board at any time and anywhere. Also a great choice for 3 4 5 6 Kids Toddler Girls Boys as a gift for back to school, birthday, Thanksgiving, Easter, Christmas, etc. Color may vary as per Availability.",https://www.amazon.in/Wembley-LCD-Writing-Tablet-8-5/dp/B09P564ZTJ/ref=sr_1_216?qid=1672903005&s=computers&sr=1-216
GIZGA essentials Universal Silicone Keyboard Protector Skin for 15.6-inches Laptop (5 x 6 x 3 inches),"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers",₹39,₹299,87%,"15,233","Universal Silicone Keyboard Protector Keyguard Skin cover for 15.6 Inch Laptop|With the Laptop keyboard protector, your laptop remains protected against any wear and tear|Protection against food or drink spillage|Easy to attach, remove and wash|With a transparent colour, it retains the original texture and look of the keyboard",https://www.amazon.in/Universal-Silicone-Keyboard-Protector-15-6-inch/dp/B00MFPCY5C/ref=sr_1_65?qid=1672902997&s=computers&sr=1-65
"LS LAPSTER Quality Assured Universal Silicone 15.6"" Keyboard Protector Skin|| Keyboard Dust Cover|| Keyboard Skin for 15.6"" Laptop| 15.6"" Keyguard| (3.93 x 11.81 x 0.39 inches)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers",₹115,₹999,88%,"5,692","-Easy to attach, remove and wash.|-Protect from food and water spillage.|-Suitable for 15.6Inch Laptop Silicone Keyboard Protector Keyguard.|-Keep your laptop keyboard protected from dust and water spilling.|-Its transparent colour, keeps the original texture and look of the keyboard.",https://www.amazon.in/Universal-Silicone-Keyboard-Protector-Keyguard/dp/B0994GP1CX/ref=sr_1_314?qid=1672903011&s=computers&sr=1-314
"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹425,₹899,53%,"4,219","Upgraded Memory Foam Mouse Pad Wrist Rest: Made of memory foam, Tukzer mouse pad designed with ergonomic soft wrist support, helps keep your wrist in a proper position and reduce pressure, pinching of the wrist, make your mouse use more precise and comfortable. Designed for Gamers, Office, Home-Office, Ideal to use with Windows Laptop Computer.|Smooth Lycra fabric provides accurate mouse tracking & breathable touching and not easy to collect heat - The fabric is breathable, Soft & Smooth. Not easy to collect heat. Not irritate to skin. Comfortable to the wrist. The fabric surface provides smooth mouse glide and accurate mouse tracking movement. You could move the mouse fast and freely.|Well press handing process makes edges not curling up & memory foam pad not coming out after long time usage - The fabric stays with rubber base tightly and not easy to separate with well press handing process. Not easy to curl up at the edges. The memory foam stays in place to provide soft support without deformation.|Non-slip Rubber Base - Anti-slip rubber surface firmly grips the desktop, preventing sliding to offer you stable operation and allowing you to freely move your mouse without interruption, providing perfect gaming or working experience. Special wave design offers ergo support for your wrists.|Size - 9.7-Inch x 8.2-Inch X0.8-Inch, our mouse pad with wrist support fits well in a busy work area. The ergonomic design provides more space for your mouse to move.",https://www.amazon.in/Tukzer-Memory-Foam-Ergonomic-Mousepad-Suitable/dp/B08WLY8V9S/ref=sr_1_328?qid=1672903011&s=computers&sr=1-328
"STRIFF Mpad Mouse Mat 230X190X3mm Gaming Mouse Pad, Non-Slip Rubber Base, Waterproof Surface, Premium-Textured, Compatible with Laser and Optical Mice(Universe Black)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹129,₹999,87%,491,"9.4 Inches X 7.9 Inches) 240mm x 200mm x 2mm Size: This mouse pad is ideal for Gamers, Graphic Designers, Students, or anyone using mouse for long sessions. This helps to improve the gaming experience for gamers or the work efficiency in the office.",https://www.amazon.in/STRIFF-230X190X3mm-Waterproof-Premium-Textured-Compatible/dp/B0B9LDCX89/ref=sr_1_73?qid=1672902998&s=computers&sr=1-73
RPM Euro Games Gaming Mousepad Speed Type Extended Large (Size - 800 mm x 300 mm x 3 mm),"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹299,₹990,70%,"2,453","Large and perfect size: the size of this extended mouse & Keyboard pad is 800×300×3 mm which will fit your desktop perfectly and provide perfect movement space. Applies to all types of keyboards and mice.|Ultra-smooth Surface: The XXL mouse pad designed with superfine fiber braided Material, the smooth surface allows more accurate mouse movement. Optimized for fast movement while maintaining excellent speed and control during your work or game.|Non-slip rubber base: dense slip-resistant shading can firmly grip the desktop to provide stable operation of the mouse and keyboard. It can effectively prevent the mouse and keyboard from sliding and moving.|Water resistant coating: effectively prevent accidental damage from spilled liquid. When liquid splashes on the desk pad, It will form into water drops and slide down. It’s easy to clean and will not delay Your work or game.|Durable and comfortable material: adopting High elasticity natural rubber material, This mouse & Keyboard mat will provide you with the maximum comfort using experience. The durable stitched edges protect the pad from wear, deformation and degumming.",https://www.amazon.in/Games-Gaming-Mousepad-Speed-Large/dp/B08WJ86PV2/ref=sr_1_321?qid=1672903011&s=computers&sr=1-321
"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,349","₹2,198",39%,"7,113","Stylish Ultra-Slim design Keyboard & Mouse, Sealed membrane for overall protection, Brush metal finish, Advanced controls|Smooth responsive cursor control with easy scrolling, Designed for professional or gaming use|Professional Optical sensor with direct DPI switch 800/1200/1600 dpi, High quality switches for over 2 million clicks supported|2.4G wireless technology with 10m working range and nano-receiver, Energy saving design standby function",https://www.amazon.in/HP-Multimedia-Wireless-Keyboard-4SC12PA/dp/B07V82W5CN/ref=sr_1_203?qid=1672903005&s=computers&sr=1-203
Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",₹448,₹699,36%,"17,348","Keyboard : Standard keyboard|Rupee key, Comfortable|Silent Durable keys|Mouse : Ergonomic design, Accurate optical sensor|High resolution enabling faster navigation",https://www.amazon.in/Zebronics-Zeb-JUDWAA-750-Wired-Keyboard/dp/B07KR5P3YD/ref=sr_1_141?qid=1672903001&s=computers&sr=1-141
"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,149","₹1,499",23%,"10,443",2.4 GHz Wireless Technology,https://www.amazon.in/Portronics-Multimedia-Wireless-Keyboard-Technology/dp/B0BHYJ8CVF/ref=sr_1_336?qid=1672903011&s=computers&sr=1-336
Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",₹329,₹399,18%,"33,735",Superior Built Quality: The keyboard has a superior Quality and is built to last.|Modular Design: The modular design on the keyboard makes customizations a possibilty.|USB interface: The keyboard comes with an USB interface making it compatible with most of the PCs|UV Printed Keycaps: The keycaps are UV printed helping that inscriptions on the kepscaps to last long|Plug & play: Just connect the USB connector to your PC and you are ready to go. Compatible with Windows XP/Vista/7/8/10|Country of Origin: China,https://www.amazon.in/Zebronics-Km2100-Multimedia-USB-Keyboard/dp/B077T3BG5L/ref=sr_1_89?qid=1672902998&s=computers&sr=1-89
"Logitech K480 Wireless Multi-Device Keyboard for Windows, macOS, iPadOS, Android or Chrome OS, Bluetooth, Compact, Compatible with PC, Mac, Laptop, Smartphone, Tablet - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards","₹2,595","₹3,295",21%,"22,618","Type on Any Device: A new type of wireless computer keyboard for your desk that also works with your tablet and smartphone; connect with any Bluetooth-enabled device with external keyboard support.|Easy-Switch Dial: Simply turn the dial of the Logitech K480 keyboard to switch typing between 3 connected Bluetooth wireless devices, you can work with Windows, macOS, Chrome OS, Android, and iPadOS.|Familiar Keyboard Layout: Find all the shortcut keys you use the most, but in a space-saving design that lets you place your mouse close to you, for less arm reaching and better posture.|Integrated Cradle: A cradle to hold your phone or tablet at just the right angle for you to read while you type; fits most phones and tablets up to 0.4 inches thick and 10 inches wide.|Reliable Power: This portable, wireless Bluetooth keyboard comes with 2 pre-installed AAA batteries which can last up to 24 months (2) and is compatible with wired, wireless or Bluetooth mice.|Durable and Spill-resistant: The wireless and compact keyboard K480 is also spill-resistant (1) to survive small accidents; it’s a reliable and durable partner for your desk at home, or at work.|COMPATIBLE DEVICES - PC: Windows 7, Windows 8, Windows 10, 11 or later ; Mac: Mac OS X or later ; Chrome OS ; iPad or iPhone: iOS 5 or later ; Android tablet or smartphone: Android 3.2 or later.|Upgrade to Logitech K780 Keyboard: For more productivity and comfort, try the K780 keyboard with number pad for efficient data inputs, Bluetooth/USB, scooped keys, and cradle to hold your phone.",https://www.amazon.in/Logitech-Multi-Device-Bluetooth-Keyboard-Black/dp/B00MUTWLW4/ref=sr_1_259?qid=1672903007&s=computers&sr=1-259
